,age,gender,year_in_school,major,monthly_income,financial_aid,tuition,housing,food,transportation,books_supplies,entertainment,personal_care,technology,health_wellness,miscellaneous,preferred_payment_method,total_spending,total_income,adjusted_spending,overspending,savings_rate,financial_stress
976,25,Male,Junior,Biology,2487.6000000000004,3109.5,3832,976,370,117,218,89,89,283,185,60,Mobile Payment App,6219,5597.1,5597.1,621.8999999999996,0.0,True
977,18,Female,Junior,Engineering,2458.0,3072.5,4384,678,253,119,76,113,50,229,74,169,Mobile Payment App,6145,5530.5,5530.5,614.5,0.0,True
978,23,Female,Freshman,Computer Science,2899.2000000000003,3624.0,5030,960,304,135,212,105,54,147,118,183,Mobile Payment App,7248,6523.200000000001,6523.200000000001,724.7999999999993,0.0,True
979,20,Male,Senior,Economics,2458.0,3072.5,4119,805,366,62,191,135,60,84,151,172,Mobile Payment App,6145,5530.5,5530.5,614.5,0.0,True
980,18,Non-binary,Senior,Engineering,2834.0,3542.5,5357,828,247,65,112,58,92,170,30,126,Mobile Payment App,7085,6376.5,6376.5,708.5,0.0,True
981,24,Non-binary,Junior,Computer Science,2480.4,3100.5,4461,828,266,59,60,129,27,131,75,165,Credit/Debit Card,6201,5580.9,5580.9,620.1000000000004,0.0,True
982,19,Female,Freshman,Computer Science,2510.8,3138.5,4156,780,371,80,235,84,82,269,50,170,Mobile Payment App,6277,5649.3,5649.3,627.6999999999998,0.0,True
983,20,Female,Junior,Psychology,1963.6000000000001,2454.5,3244,528,164,117,238,127,56,243,84,108,Cash,4909,4418.1,4418.1,490.89999999999964,0.0,True
984,25,Non-binary,Freshman,Economics,2487.2000000000003,3109.0,4424,637,248,186,186,82,58,254,116,27,Mobile Payment App,6218,5596.200000000001,5596.200000000001,621.7999999999993,0.0,True
985,19,Female,Senior,Biology,2539.6000000000004,3174.5,4709,555,114,93,190,121,70,190,129,178,Cash,6349,5714.1,5714.1,634.8999999999996,0.0,True
986,23,Female,Junior,Computer Science,3677.4,3677.4,4387,646,171,142,97,109,83,216,88,190,Cash,6129,7354.8,6129.0,0.0,0.16666666666666669,False
987,22,Male,Junior,Psychology,2513.6000000000004,3142.0,4524,533,276,131,242,109,21,217,49,182,Credit/Debit Card,6284,5655.6,5655.6,628.3999999999996,0.0,True
988,23,Male,Senior,Engineering,2036.4,2545.5,3395,810,105,182,51,26,64,279,74,105,Cash,5091,4581.9,4581.9,509.10000000000036,0.0,True
989,22,Female,Junior,Computer Science,2118.4,2648.0,3523,475,392,187,298,99,73,125,93,31,Cash,5296,4766.4,4766.4,529.6000000000004,0.0,True
990,20,Non-binary,Senior,Psychology,2860.4,3575.5,5576,443,305,119,136,120,41,290,30,91,Mobile Payment App,7151,6435.9,6435.9,715.1000000000004,0.0,True
991,24,Non-binary,Junior,Psychology,2038.0,2547.5,3572,755,136,55,86,62,66,187,153,23,Cash,5095,4585.5,4585.5,509.5,0.0,True
992,20,Male,Freshman,Economics,2842.4,3553.0,5635,435,389,192,87,23,64,67,77,137,Credit/Debit Card,7106,6395.4,6395.4,710.6000000000004,0.0,True
993,20,Male,Freshman,Psychology,2215.2000000000003,2769.0,3658,739,277,187,92,144,69,283,68,21,Mobile Payment App,5538,4984.200000000001,4984.200000000001,553.7999999999993,0.0,True
994,22,Male,Senior,Psychology,2757.6000000000004,3447.0,5430,589,387,61,68,46,96,86,46,85,Mobile Payment App,6894,6204.6,6204.6,689.3999999999996,0.0,True
995,22,Female,Senior,Biology,2285.6,2857.0,3688,969,152,194,151,42,38,252,65,163,Cash,5714,5142.6,5142.6,571.3999999999996,0.0,True
996,19,Female,Senior,Biology,2016.8000000000002,2521.0,3380,508,265,52,206,40,98,274,84,135,Mobile Payment App,5042,4537.8,4537.8,504.1999999999998,0.0,True
997,20,Male,Junior,Economics,2117.6,2647.0,3497,723,339,139,69,112,46,284,57,28,Mobile Payment App,5294,4764.6,4764.6,529.3999999999996,0.0,True
998,22,Non-binary,Senior,Economics,2130.8,2663.5,3649,543,237,123,200,129,90,190,101,65,Mobile Payment App,5327,4794.3,4794.3,532.6999999999998,0.0,True
999,24,Non-binary,Sophomore,Computer Science,3178.4,3973.0,5965,609,270,191,215,139,43,281,88,145,Cash,7946,7151.4,7151.4,794.6000000000004,0.0,True
